date,sales
2023-08-23,112.28740001967766
2023-08-24,109.60044230233233
2023-08-25,105.88719200919638
2023-08-26,105.5976525562648
2023-08-27,101.41802300239368
2023-08-28,91.91647085994515
2023-08-29,106.2111976603255
2023-08-30,85.64482542313999
2023-08-31,114.36816204404464
2023-09-01,94.03690134759368
2023-09-02,118.82298702482629
2023-09-03,101.97993792119931
2023-09-04,89.339215742418
2023-09-05,87.11193398091353
2023-09-06,82.9360268775759
2023-09-07,87.33066839317526
2023-09-08,94.93039537961712
2023-09-09,102.055556726201
2023-09-10,97.94133401245996
2023-09-11,96.97381446572282
2023-09-12,108.79445569841195
2023-09-13,88.46914150467069
2023-09-14,110.26368291394951
2023-09-15,113.33528161891815
2023-09-16,92.9742136969616
2023-09-17,102.37122321920916
2023-09-18,94.79511141206777
2023-09-19,75.60531809076558
2023-09-20,119.95416595337556
2023-09-21,97.2814026231697
2023-09-22,104.8169081711792
2023-09-23,101.44679963687399
2023-09-24,88.63111971723552
2023-09-25,93.1321580388639
2023-09-26,112.03779915654715
2023-09-27,101.15414114619702
2023-09-28,81.46743527800855
2023-09-29,108.760834192635
2023-09-30,106.29304047672473
2023-10-01,86.66234200240191
2023-10-02,103.80166924362138
2023-10-03,87.10922886656915
2023-10-04,88.03337324481079
2023-10-05,107.94408387548697
2023-10-06,107.31523051003308
2023-10-07,112.282339529127
2023-10-08,96.04319168662084
2023-10-09,122.24966075599583
2023-10-10,85.71990594090349
2023-10-11,99.36088272017113
2023-10-12,94.40636794073569
2023-10-13,92.02987856450211
2023-10-14,93.19654293573177
2023-10-15,95.44424041173117
2023-10-16,132.96136752293668
2023-10-17,101.69724660075974
2023-10-18,98.78772375299539
2023-10-19,93.56580742273616
2023-10-20,106.89564499076052
2023-10-21,79.03878299530668
2023-10-22,78.69765502619583
2023-10-23,107.33848184346381
2023-10-24,99.03686551842004
2023-10-25,105.51746371863015
2023-10-26,104.60542084708895
2023-10-27,110.83406786784396
2023-10-28,99.16291063122642
2023-10-29,118.9144315897812
2023-10-30,103.67173824663637
2023-10-31,102.58839995049489
2023-11-01,99.41159474480816
2023-11-02,112.37076573818314
2023-11-03,108.84287988013034
2023-11-04,79.94974325325171
2023-11-05,92.44079028883417
2023-11-06,81.00088456861609
2023-11-07,105.16650300178453
2023-11-08,102.78541559060662
2023-11-09,88.35321820747755
2023-11-10,83.95281411189343
2023-11-11,106.86600145723344
2023-11-12,88.35309608290687
2023-11-13,96.77227828148973
2023-11-14,98.8094896923371
2023-11-15,107.98242850016553
2023-11-16,101.36011180461622
2023-11-17,91.88717075635532
2023-11-18,106.51714758108744
2023-11-19,95.269954891557
2023-11-20,111.5775525516332
2023-11-21,107.24557910044945
2023-11-22,111.7454084365948
2023-11-23,105.2964570047152
2023-11-24,106.52657769010122
2023-11-25,86.8259354491824
2023-11-26,85.12010201869012
2023-11-27,92.68476906153877
2023-11-28,84.28899396503208
2023-11-29,100.34450387001978
2023-11-30,116.12758390959178
2023-12-01,108.19996626956677
2023-12-02,108.98888087068164
2023-12-03,105.09419796315146
2023-12-04,99.89698533274013
2023-12-05,102.81835200951315
2023-12-06,85.42285638521952
2023-12-07,102.94195206107854
2023-12-08,99.21448435417902
2023-12-09,109.80986851068138
2023-12-10,92.09349275086208
2023-12-11,98.35019769203679
2023-12-12,104.81331001719813
2023-12-13,102.7329691648792
2023-12-14,93.94835630846052
2023-12-15,93.31661561649966
2023-12-16,105.82553904289895
2023-12-17,105.75122257219172
2023-12-18,104.23261906959114
2023-12-19,91.88492951054376
2023-12-20,93.32857993254117
2023-12-21,96.4830212121948
2023-12-22,96.38100006518629
2023-12-23,112.97104947533883
2023-12-24,90.41457676754398
2023-12-25,97.33375163545504
2023-12-26,105.22118182260482
2023-12-27,103.38016607981216
2023-12-28,105.32006805577176
2023-12-29,92.96067865244427
2023-12-30,126.69874609306419
2023-12-31,108.81538841072756
